pdb_id,Group,training,p1p1x,p2p2x,r3r3x,h_cgvc,ang_NHs,ang_CHs,dist_NH,dist_CH
2HXQ_A,,,0.989070048,0.994382291,0.9875907890000001,0.980213445,36.20964256,21.23978566,7.324750422999999,8.35776329
2HY0_A,,,0.9886289429999999,0.992609435,0.990383783,0.979345624,37.1367801,20.48501461,7.382683277000001,8.192004204
2HY8_1,,,0.9912937190000001,0.9939637309999999,0.989214756,0.9865097970000001,39.79825499,19.27365537,8.927680968999999,7.964571952999999
2HYY_A,,,-0.7121112690000001,-0.81455744,-0.607758012,0.968016019,40.36244673,23.65575996,7.303766727,9.894633293
2HZ4_A,,,0.9977746,0.997207608,0.9991626659999999,0.934396235,45.64287981,16.13072462,7.44335413,8.538302422000001
2HZI_A,,,-0.043671573,-0.8191475990000001,0.0027314609999999997,0.9468557809999999,44.11835403,38.55361558,6.992771149,8.771361351
2HZN_A,,,-0.7880046279999999,-0.851637964,-0.6285588329999999,0.929866292,46.27969402,18.43118181,7.03699255,9.564466476
2I0E_A,,,0.969695238,0.9939185690000001,0.993917162,0.9992515479999999,38.73610787,22.09933724,7.39270401,8.17623806
2I0H_A,,,0.851557824,0.7296547520000001,0.854119417,0.989278797,29.26717116,41.23849033,7.8152151110000005,8.737212181
2I0V_A,,,-0.819672365,-0.86369784,-0.8329443329999999,0.944375953,45.03738644,17.05779953,7.178826808999999,9.995483398
2I0Y_A,,,-0.83149856,-0.882963898,-0.855044592,0.9307692059999999,44.82196429,14.30465408,7.279558182000001,7.6926064489999995
2I1M_A,,,-0.7770728029999999,-0.8691430259999999,-0.839056386,0.967582935,42.47028215,15.56695048,7.543570517999999,7.620657444
2I40_A,,,0.981635035,0.99330977,0.998411252,0.9756969659999999,30.89533646,21.06846237,7.483188152,7.8974399570000005
2I6L_A,,,0.927528462,0.995989109,0.9852429159999999,0.9824740909999999,34.37125427,22.55872956,7.990539074,8.801089287
2IJM_A,,,0.839852927,0.872286659,0.844535315,0.915955705,44.95494597,25.40625965,6.957228184,7.92527771
2ITN_A,,,0.9801191140000001,0.991919982,0.992541115,0.94161242,49.12559423,26.074198100000004,7.908390999,7.506688595
2ITO_A,,,0.866634969,0.996852605,0.9842743140000001,0.950365438,46.53390631,30.02459036,7.180238247,7.446276665
2ITP_A,,,0.963142748,0.997516732,0.993204337,0.9474494720000001,48.6245555,29.2643017,7.526562214,7.672585964
2ITQ_A,,,0.9770341859999999,0.9987387409999999,0.9961020070000001,0.954553181,47.74274582,34.58192565,7.695260048,8.037855148
2ITT_A,,,0.9696148170000001,0.9968549590000001,0.994413705,0.939977382,50.12051065,25.97165066,7.987948895,7.682116985
2ITU_A,,,0.987875733,0.9896816159999999,0.987073986,0.9363676479999999,52.89044531,31.55034529,8.713796616,7.6487574579999995
2ITV_A,,,0.988732591,0.994491185,0.9946911709999999,0.934711548,51.74850059,26.52998906,8.463274002,7.41528368
2ITW_A,,,0.967276019,0.991663417,0.9835805759999999,0.937529561,51.82101128,22.52866833,8.712540627000001,7.991102219
2ITX_A,,,0.956393763,0.984556553,0.969906865,0.946518455,49.10529143,21.98860952,8.348855972,7.768654346
2ITY_A,,,0.9377624370000001,0.998573763,0.990098655,0.93973916,49.997704,32.06345904,7.687124729,7.480236053
2IVS_A,,,0.9909273590000001,0.993019025,0.998967791,0.919185644,34.83260514,22.71740571,5.716858387,7.068573475
2IVT_A,,,0.996286371,0.9959673640000001,0.998121314,0.9448222479999999,32.56489334,22.78503748,6.136476517,7.181272984
2IVU_A,,,0.89321995,0.997777232,0.998206395,0.94701737,33.27422788,21.47165933,6.310446739,7.119307041
2IVV_A,,,0.9099583459999999,0.997389682,0.9993661640000001,0.94502345,34.13013308,21.51731342,6.504509926,6.969818592
2IW6_A,,,0.963391305,0.988413722,0.999949913,0.96950894,32.95931407,18.58896334,7.513852596,7.835380553999999
2IW8_A,,,0.955670864,0.995132736,0.9988892359999999,0.973726615,32.26235085,16.779231600000003,7.330765247,8.248404503
2IW9_A,,,0.966362629,0.988734709,0.99626461,0.9661192470000001,32.6176989,16.70545516,7.304975033,7.948963165
2IWI_A,,,0.9936068379999999,0.9974296859999999,0.980392167,0.966855954,24.01713421,26.04966386,8.759958267,8.204780579
2IZR_A,,,0.999960121,0.9995207620000001,0.998609345,0.8942675920000001,43.74637905,12.96457133,7.366801739,7.495947361
2IZU_A,,,0.996455035,0.9981466720000001,0.997108551,0.913829155,43.17191515,14.11606312,7.205979347,7.292249203
2J0I_A,,,0.9852442379999999,0.9984093359999999,0.9984300770000001,0.849901818,34.13533766,13.11946059,7.42385006,8.992417336
2J0L_A,,,0.984811544,0.9631462590000001,0.983790237,0.9236790640000001,43.79376361,18.53475365,6.836891174,7.871637344
2J0M_B,,,0.85151141,0.9003635440000001,0.981968999,0.847920874,51.04879483,46.42523321,6.946715832000001,7.877697945
2J2I_B,,,0.9922423459999999,0.996349785,0.9940048690000001,0.979006128,30.8871357,25.45660832,6.977776051,8.324685097
2J4Z_A,,,-0.087621126,0.08209232799999999,0.534596672,0.716465855,72.20887090000001,32.70513869,11.62749481,11.51181889
2J50_A,,,0.165635109,-0.16996892,0.853464642,0.663063701,82.22409942,44.50317835,12.92133904,10.15242863
2J51_A,,,0.992944105,0.994892702,0.9858874540000001,0.9806027429999999,33.68298009,24.13752685,7.880277634,8.06278801
2J5E_A,,,0.9476700240000001,0.997335674,0.9909473409999999,0.956367665,44.6917545,24.608411,7.231826782000001,7.39439249
2J5F_A,,,0.936141879,0.9981919309999999,0.990868621,0.96250002,40.42810115,22.83813899,7.130970955,7.642197609
2J6M_A,,,0.973779686,0.997652566,0.984283404,0.9604178,41.28010386,21.46227446,7.435082436,7.646918297000001
2J7T_A,,,0.984410303,0.9951000809999999,0.984520155,0.93975172,45.80909588,20.51837289,9.159296989,9.046682358
2J90_A,,,0.980634201,0.9877478359999999,0.996559777,0.9985083840000001,35.90539649,21.71417591,7.553620815,8.870343208
2J9M_A,,,0.8413973109999999,0.8924844359999999,0.893858402,0.287794187,92.23995508,67.21780426,14.47208023,13.08605099
2JAM_A,,,0.7382505340000001,0.9456239740000001,0.94098572,0.610899007,65.20977569,34.82569403,11.15753174,13.55234814
2JBO_A,,,0.9760417140000001,0.988955548,0.993519085,0.9642795829999999,38.29555812,26.96944234,7.248326302000001,8.583525658
2JBP_A,,,0.99117316,0.997645962,0.989466631,0.9865778609999999,41.10139647,22.87769923,7.0573706629999995,8.251501082999999
2JD5_A,,,0.996955643,0.9969160490000001,0.987486557,0.961874769,31.94902741,17.42788315,7.634079456,9.1401577
2JDO_A,,,0.99802838,0.9892606620000001,0.997318404,0.9932788579999999,29.57068397,25.82554628,7.028962135,7.36221838
2JDR_A,,,0.990492747,0.993573577,0.998016751,0.987104269,30.12544905,19.38139434,7.28579092,7.6490588189999995
2JDS_A,,,0.998435559,0.99899042,0.996338066,0.9759389629999999,34.19102818,17.07116011,7.252990246,8.0471735
2JDT_A,,,0.994480732,0.999721805,0.999272127,0.983148855,34.94268816,19.07318538,7.038870811000001,8.06394577
2JDV_A,,,0.992748304,0.9944857570000001,0.9949667059999999,0.9718506029999999,36.69145503,13.53696768,7.266180038,8.225974082999999
2JED_A,,,0.9787625190000001,0.9984067870000001,0.996790822,0.9988250320000001,33.44374875,25.08664363,6.854465007999999,8.090874672
2JFL_A,,,0.9932080390000001,0.99517057,0.984554807,0.981813217,33.016152500000004,23.87396579,8.00113678,7.984804153
2JFM_A,,,0.939582008,0.995440902,0.9843792509999999,0.988131289,27.77586596,25.82879845,7.298813343,7.833229065
2JGZ_A,,,0.9813633390000001,0.993951667,0.997633448,0.971046903,36.20329996,15.34366226,7.9115014079999995,8.267453194
2JIT_A,,,0.998020412,0.998147188,0.9889514229999999,0.974964875,35.65933642,21.003884,7.021433353,8.67921257
2JIU_A,,,0.9381020720000001,0.99011254,0.96586824,0.93643202,44.32881961,25.91859019,8.252679825,8.868133545
2JIV_A,,,0.9352725690000001,0.948409471,0.941062312,0.39007935,77.62538477,56.81781927,13.84158707,12.63406944
2JKM_A,,,0.959548746,0.949093935,0.959458461,0.9681691590000001,38.34833605,28.52329788,6.397877693,7.557923794
2JKQ_A,,,0.032583679,0.8491301170000001,0.6721141759999999,0.829191553,56.99175821,57.05674082,7.84246254,8.274419785
2JLD_A,,,0.992681397,0.998592037,0.9946005990000001,0.971553363,33.43219357,17.4162279,6.924213409,8.520745277
2NP8_A,,,0.938562259,0.8772247040000001,0.7703519790000001,0.9401371629999999,46.74843934,26.87806502,8.981871605,7.069478988999999
2NRY_A,,,0.959948303,0.975391332,0.9859692409999999,0.995273236,26.60230148,21.62839243,8.355788231,8.890458107
2O0U_A,,,0.859158998,0.621279193,0.922586428,0.9196913609999999,56.13980920000001,32.52715883,9.863771439,7.033813477000001
2O2U_A,,,0.845013837,0.598092497,0.920894317,0.837775776,63.82394874,28.35550474,10.5261507,6.8914470670000005
2O3P_A,,,0.983983527,0.991374636,0.989764229,0.9745737109999999,30.44276948,24.95136198,6.964747906,7.855043887999999
2O5K_A,,,0.9975269840000001,0.995642172,0.9947208390000001,0.989622338,30.07872325,26.55406323,6.526041031,8.282711982999999
2O63_A,,,0.9291710940000001,0.993162297,0.9904582209999999,0.9676157059999999,29.99286378,25.12048228,6.972907543,7.9072475429999995
2O64_A,,,0.993615338,0.990788817,0.987110842,0.925321207,30.83194966,21.21271019,7.1116528510000006,7.636713982000001
2O65_A,,,0.997516167,0.98722945,0.986532863,0.9640653140000001,29.95941309,25.80724893,7.005697727,7.809351921
2O8Y_A,,,0.982541707,0.997612884,0.999168763,0.9458573,19.23085224,32.77436179,8.153386116,7.149671078
2OBJ_A,,,0.9957597779999999,0.9884011220000001,0.9850316570000001,0.9836926090000001,28.26583936,28.352239100000002,7.013309479,8.016626358
2OF2_A,,,0.99775375,0.993056142,0.9964915059999999,0.880874438,49.35158651,11.43361529,7.801706791,8.256996155
2OF4_A,,,0.9906109790000001,0.9934085429999999,0.997063892,0.886187669,50.26838807,11.65311572,8.115296363999999,8.389461517
2OFU_A,,,0.998365022,0.9904102220000001,0.9966008740000001,0.9647371309999999,40.38598644,24.71440937,7.485553741,8.282130241
2OGV_A,,,-0.8578372240000001,-0.917951842,-0.872335237,0.999520547,29.92733975,32.49350128,6.7055988310000005,10.2580862
2OH0_E,,,0.999334968,0.9994309090000001,0.998297025,0.9797312640000001,32.91473091,18.41663908,7.22177887,8.068348885
2OI4_X,,,0.9979812659999999,0.995014968,0.996216195,0.975575405,29.58058967,25.2724887,7.6573133470000005,8.460276604
2OIB_A,,,0.985279298,0.9956335,0.9986088409999999,0.9890309890000001,31.99443928,14.40048863,8.257998466,9.182296753
2OIQ_A,,,-0.713829095,-0.7886166929999999,-0.604324861,0.975356033,39.57769797,22.36391827,7.330951214,9.780456543
2OJF_E,,,0.998557365,0.9954206609999999,0.996185385,0.980522094,34.61220723,17.20790514,7.222177505,8.167788506
2OJG_A,,,0.9930267359999999,0.9955229729999999,0.991489918,0.940325656,28.72368099,23.71712333,8.305310249,6.931546211000001
2OJI_A,,,0.9961581890000001,0.9890699829999999,0.9859547909999999,0.943140249,35.94234389,17.3330293,8.890179633999999,6.9297933579999995
2OJJ_A,,,0.995154793,0.987506192,0.9866197590000001,0.935652748,30.11261579,21.94743519,8.399684906000001,6.707138062
2OK1_A,,,0.852607317,0.575972665,0.903969657,0.9007152970000001,57.83240373,30.79322568,9.946588516,6.568580627
2OKR_A,,,0.921981059,0.9024730990000001,0.923811767,0.999176911,29.21027866,34.21543320000001,7.621603966,9.563409805
2ONL_A,,,0.872607945,0.890389877,0.9213551170000001,0.9988171220000001,28.96202697,35.58631005,7.4032926560000005,9.467559814
2ONL_C,,,0.9978535409999999,0.995706687,0.9981088490000001,0.871272906,49.28732474,47.39764864,8.383370399,9.73998642
2OO8_X,,,-0.731947731,-0.82405396,-0.618608226,0.9800865329999999,35.32449002,28.70953145,7.401799679,9.790070534
2OSC_A,,,-0.723854462,-0.8125236509999999,-0.609495978,0.975394478,35.74324283,27.427070899999997,7.874614716,9.749855995
2OU7_A,,,0.998688385,0.9936665379999999,0.983243003,0.974139913,44.88556701,23.32445882,8.59435463,8.062968254
2OWB_A,,,0.993443104,0.997981417,0.990183296,0.977810072,38.71037396,21.15652597,7.563996315,8.222567558
2OXD_A,,,0.987656658,0.996257708,0.996283413,0.997568067,29.81472375,23.25711289,8.06948185,8.590907097
2OXX_A,,,0.974653923,0.995301923,0.99526205,0.997271252,32.07724804,21.61545851,8.012779236,8.660486221000001
2OXY_A,,,0.954721302,0.995648161,0.995475672,0.99747202,29.211624699999998,23.48252855,7.415541649,8.808477402000001
2OZA_A,,,0.8663015909999999,0.98040017,0.9929193690000001,0.97115429,44.37218529999999,25.83703535,8.051776886,8.508485794
2OZA_B,,,0.928613483,0.9664143690000001,0.9483027959999999,0.9929504140000001,37.03017146,25.68572968,8.477860451,8.683184623999999
2OZO_A,,,0.7691730840000001,0.7815897359999999,0.8270673059999999,0.49859890100000004,84.1364335,67.26225215,14.92623043,12.29102421
2P0C_A,,,0.926354572,0.909320155,0.9245309979999999,0.530963713,71.38197734,48.36527954,13.85164928,13.10353565
2P2H_A,,,0.8476533000000002,0.863955932,0.8480843159999999,0.979643294,43.37379684,23.74395721,6.617683887,9.783231735
2P55_A,,,0.7140953240000001,0.8191212940000001,0.901289273,-0.124798971,109.54557439999999,90.95828951,16.08123398,13.90674877
2PE0_A,,,0.9975888820000001,0.9965843000000001,0.99922986,0.994938781,33.46464328,22.91549916,7.282082558,7.7569723129999995
2PE1_A,,,0.997593093,0.9925053629999999,0.99991001,0.989698602,30.289283,23.65367529,7.297367573,7.671182156
2PE2_A,,,0.995908073,0.992323381,0.999654235,0.988646791,27.60007428,26.9656505,7.064105988,7.535988331
2PHK_A,,,0.999299583,0.996515418,0.995439133,0.99124998,34.13576169,23.1229798,7.802364348999999,8.400831222999999
2PK9_A,,,0.968250588,0.954368012,0.9729479459999999,0.952394842,34.42890541,17.99606618,7.497090816,7.610665321
2PMI_A,,,0.960985687,0.974556313,0.992066965,0.9587758129999999,34.911716999999996,19.57103486,7.371013165,7.673845291
2PTK_A,,,0.787845371,0.734123953,0.785714075,0.5848159829999999,77.44880183,50.7367744,13.83845901,12.14879513
2PUU_A,,,-0.8103321240000001,-0.807475153,-0.6833437729999999,0.998052697,31.86158734,30.619655699999996,7.6417560579999995,9.553393364
2PVH_A,,,0.969657433,0.986742428,0.9882555820000001,0.9869621740000001,31.980817300000002,19.176533199999998,7.702749252,8.436671257
2PVJ_A,,,0.924521534,0.989006843,0.99036422,0.992058707,27.09918813,23.00612368,9.374052048,8.404001236000001
2PVK_A,,,0.895537584,0.98548711,0.9856220659999999,0.9960070940000001,26.61374068,23.40963581,9.151380539,8.487808227999999
2PVL_A,,,0.9637955909999999,0.995215939,0.99523331,0.99077967,28.47206243,21.674126899999997,8.112308502000001,8.470892906
2PVM_A,,,0.9013403170000001,0.985739303,0.985700206,0.997703641,31.89802227,21.00619028,8.633422852,8.582063675
2PVN_A,,,0.951925075,0.97992184,0.97915909,0.996969953,28.16426614,23.42995584,7.564008713,8.248854637
2PVR_A,,,0.8926216640000001,0.990988816,0.990541763,0.9954936129999999,32.49796876,19.55627498,7.832476616,8.662849426000001
2PZI_A,,,0.957533575,0.946916051,0.994963292,0.030482604,109.8155568,109.99510249999999,17.16283607,16.02518082
2PZY_A,,,0.9348874509999999,0.993826862,0.989920838,0.997267317,38.61972856,23.68785808,7.043543339,8.423649787999999
2Q0N_A,,,0.997191032,0.994627823,0.9957407709999999,0.988218862,28.05801769,21.03367903,7.455280781,8.397697448999999
2QC6_A,,,0.9671157220000001,0.99599223,0.995885673,0.993524483,27.07148747,24.23239857,7.462278842999999,8.449626923
2QCS_A,,,0.9949734309999999,0.996191485,0.999688175,0.9908959140000001,35.88431267,23.09602566,7.076365471,7.745948315
2QD9_A,,,0.690062788,0.7164262640000001,0.7980338220000001,0.996122235,28.57286837,34.12491469,7.478535175,8.524325371
2QHM_A,,,0.960768341,0.988879214,0.982725227,0.9947892770000001,31.11340477,27.52782951,7.431162833999999,8.360301971
2QHN_A,,,0.9783247209999999,0.99302731,0.989643391,0.9816533609999999,35.13703592,21.50292284,7.3464198110000005,8.210191727
2QI8_A,,,0.889197461,0.976457522,0.9943077220000001,0.924030226,48.5716473,13.53049937,7.29953289,6.835814953
2QKW_B,,,0.992006445,0.9957979490000001,0.984672952,0.94260408,31.4772256,16.7203299,7.727165222000001,7.175408363
2QLU_A,,,0.985666823,0.999545481,0.998657804,0.932598142,29.63884099,20.59060999,7.325324535,7.430583953999999
2QNJ_A,,,0.571935006,0.586194844,0.622312911,0.827623422,67.91938951,42.39711997,10.19518471,8.474948883
2QO2_A,,,0.957581328,0.948771991,0.96727073,0.951297595,43.77896254,25.25655026,8.08480072,7.927034855
2QO7_A,,,0.920504288,0.9676734779999999,0.973397408,0.950233579,45.14235588,22.92846877,7.825197697,7.949965
2QO9_A,,,0.9924658670000001,0.999047674,0.989328255,0.907585484,62.35486458,18.45456601,9.080234528,7.604781151
2QOB_A,,,0.990640156,0.9973040470000001,0.984358521,0.890877281,64.85528115,37.3644594,9.497075081,7.55546999
2QOC_A,,,0.982824107,0.99988202,0.995808225,0.903773697,63.29858727,19.40396392,9.303809166,7.425800323
2QOD_A,,,0.95740721,0.9641792779999999,0.976671231,0.9554574990000001,44.92234462,23.47071581,8.082461357,7.819489479
2QOF_A,,,0.9588961090000001,0.9555045959999999,0.970688083,0.95107273,42.270082200000004,26.49896298,8.060405731,7.836899757
2QOH_A,,,0.991004145,0.996053327,0.996231993,0.96420908,38.72158526,20.13599638,6.738705157999999,8.74823761
2QOI_A,,,0.958020166,0.952777592,0.9721146190000001,0.9505738159999999,43.23288969,25.00671203,7.162281513,7.781806469
2QOK_A,,,0.9812409959999999,0.994140415,0.989081378,0.947431896,46.37651428,21.61292642,8.280959129,7.644328117000001
2QOL_A,,,0.97271976,0.959774573,0.9728566059999999,0.95515146,43.63300563,24.50410056,7.376144409,7.812256812999999
2QON_A,,,0.990715325,0.998111201,0.98172001,0.9229706529999999,61.54380043,19.86344645,9.111909866,7.532144547000001
2QOO_A,,,0.958144757,0.9615541609999999,0.975212133,0.9517661590000001,41.71244466,26.20364403,7.016573429,7.807143687999999
2QOQ_A,,,0.960312455,0.984729251,0.98500206,0.948081903,46.407391700000005,22.13132969,8.030380249,7.782938004
2QQ7_A,,,0.9290560809999999,0.975849222,0.9880466259999999,0.9700713470000001,38.40500251,23.75937096,6.453605652,6.958397865
2QR7_A,,,0.92242527,0.940584268,0.97929934,0.98382139,32.28907562,22.9697179,7.18930912,8.46428299
2QR8_A,,,0.942090227,0.939467285,0.975090913,0.9871154120000001,34.589768299999996,20.70251228,7.005310059,8.485002518
2QU6_A,,,-0.721022119,-0.788105105,-0.581544437,0.95475555,42.74599101,13.16736519,6.954091549,10.08136463
2QUR_A,,,0.7416367420000001,0.997222961,0.9983592240000001,0.977902268,39.63541705,16.70251905,9.68420887,8.424093246
2QVS_E,,,0.9941838829999999,0.983530353,0.986713278,0.959926078,52.78549689,15.58175093,11.15369701,8.905130386
2R0I_A,,,0.964851338,0.956570745,0.93809709,0.982875293,34.64847852,22.119099399999996,8.234749793999999,7.766242504
2R0U_A,,,0.976684297,0.995864457,0.995673967,0.969148853,32.69676702,22.88561912,7.3208012579999995,7.7719936370000005
2R2P_A,,,0.9973456270000001,0.999878657,0.9911820459999999,0.90821705,57.13964045,10.24793503,8.110783577000001,8.037713051
2R3F_A,,,0.712434751,0.7892424309999999,0.8035329179999999,0.250678269,93.95893559999999,65.75992865,15.54129982,12.77815247
2R3G_A,,,0.7737574690000001,0.7902802990000001,0.819925329,0.253169822,93.78099393,64.73395289999999,15.38400364,12.73248291
2R3H_A,,,0.7855601240000001,0.7917207740000001,0.804122648,0.27458320199999997,93.16737134,63.6423181,14.35192871,12.80026913
2R3I_A,,,0.711870442,0.7477805809999999,0.788926914,0.259291043,93.04048481,64.77496202,15.51623344,12.78211594
2R3J_A,,,0.7086797770000001,0.756820093,0.801224154,0.25992695899999996,92.15807734,64.34943265,14.20352268,12.98210907
2R3K_A,,,0.772032077,0.7873411459999999,0.807683879,0.289125815,90.42111629,62.42106447,14.16598225,13.0164156
2R3L_A,,,0.6724543279999999,0.738720721,0.800717323,0.290145543,90.95801768,62.14245999,14.23216343,13.10903549
2R3M_A,,,0.6821822390000001,0.804907488,0.806711073,0.278048378,92.8874733,64.22511964,13.9288559,12.81789303
2R3N_A,,,0.763738714,0.8570609379999999,0.848945202,0.30996965600000004,89.84358166,67.59056547,13.94147301,13.15025806
2R3P_A,,,0.695387649,0.7823128159999999,0.808574545,0.263998771,92.64217138,65.09856528,14.24491692,12.91942406
2R3Q_A,,,0.694062935,0.7848334659999999,0.790749027,0.26055285,94.01356419,64.73528015,15.52616405,12.83402061
2R3R_A,,,0.781508077,0.7817276890000001,0.810389226,0.23786015300000002,94.14823521,64.57875333,15.3888464,12.79415131
2R4B_A,,,0.8957525559999999,0.922905803,0.9257835409999999,0.638763391,64.27208327,41.43264476,11.77943611,11.3000679
2R64_A,,,0.55477223,0.809086135,0.826236318,0.29359109699999997,90.89183505,64.57221067,14.21064472,12.851496699999998
2R7B_A,,,0.983360204,0.9925755209999999,0.98994429,0.9982412829999999,35.17737972,25.48130398,7.234186649,8.302913666
2R7I_A,,,0.970559933,0.9926694559999999,0.992448903,0.998954149,29.46670521,23.326013500000002,8.193473816000001,8.847219467
2R9S_A,,,0.9320610509999999,0.6731858740000001,0.933889895,0.993688183,29.20217781,38.62746144,6.971278191000001,6.696012497000001
2REI_A,,,0.9709133940000001,0.97646741,0.9792549,0.9343816159999999,44.37714058,18.20226586,7.12037468,7.524813652000001
2RFD_A,,,0.9506974109999999,0.806668255,0.951533058,0.361282324,83.1659858,77.83151114,14.51292515,12.45500851
2RFE_A,,,0.86969991,0.8027790779999999,0.908408854,0.312159847,87.75110182,77.71683716,15.11619663,12.48273849
2RFS_A,,,0.9820191540000001,0.982478022,0.999738853,0.680969852,63.21365786,41.46194946,12.39424801,13.58524513
2RG5_A,,,0.715469826,0.718442826,0.814837035,0.997430129,31.71310943,31.05062972,7.955989361,8.591508865
2RG6_A,,,0.6900269790000001,0.7169459109999999,0.809716577,0.9989891329999999,27.73203256,33.30195443,7.763176917999999,8.648500443
2RGP_A,,,0.864807743,0.837173339,0.869736072,0.540988988,73.50084368,54.40064461,12.84793472,12.09861088
2RIO_A,,,0.9949120690000001,0.9989893879999999,0.995817009,0.99697444,33.64927989,26.50552461,8.456519127,8.747351646
2RKU_A,,,0.99139038,0.998342932,0.9893970009999999,0.976468242,39.45882556,21.49309858,8.190235138,8.136676787999999
2SRC_A,,,0.855477068,0.80341024,0.8640887009999999,0.66350955,70.45839852,44.47266051,13.5018158,12.34863567
2UUE_A,,,0.980184803,0.991936082,0.996134381,0.9268320409999999,34.12937471,19.49294849,7.521052361000001,7.279362679
2UV2_A,,,0.9913740409999999,0.9953448090000001,0.9756574370000001,0.978117472,34.17371681,25.41980461,7.795547485,7.956330776000001
2UVX_A,,,0.99503255,0.997661283,0.99331433,0.976720101,34.05060924,16.89917119,6.859138966000001,8.052674294
2UVY_A,,,0.989841746,0.992771711,0.990126845,0.9715489070000001,35.9139164,14.27905832,6.859708309,7.880571365
2UVZ_A,,,0.91332788,0.999932568,0.997746556,0.976023491,35.26273856,17.15437012,6.784607887000001,8.077095985
2UW0_A,,,0.988681094,0.994301129,0.99171583,0.974269962,35.34344499,15.4729093,6.871333122,7.880215167999999
2UW3_A,,,0.995176816,0.994045948,0.9885508829999999,0.976828967,35.18396481,16.27390328,6.915995597999999,7.8328123089999995
2UW4_A,,,0.9984204440000001,0.999803298,0.998751355,0.978843425,35.06682154,17.69329384,6.994662762000001,8.048420906
2UW5_A,,,0.996652877,0.994410218,0.9915741859999999,0.9750977059999999,33.14017454,16.6970186,7.065364361,7.793287277
2UW6_A,,,0.988017183,0.999791135,0.998224311,0.983415904,34.390176700000005,18.81254275,7.153016567000001,8.07119751
2UW7_A,,,0.980024125,0.988364062,0.980847019,0.9752752579999999,34.21125013,16.18836141,6.895950794,7.984445095
2UW8_A,,,0.9895451959999999,0.9986242559999999,0.99657927,0.978501958,35.37102812,17.71377965,7.205693722,7.9988822939999995
2UZB_A,,,0.918451418,0.955433247,0.9844494570000001,0.969713935,28.92265639,19.45018225,7.137473582999999,7.531863212999999
2UZD_A,,,0.972475944,0.993759834,0.9950591259999999,0.9868910390000001,25.80943364,24.49459317,7.023892403,7.739794731
2UZE_A,,,0.972805548,0.991157703,0.99834652,0.964305202,30.97410706,18.56553427,7.53833437,7.660460949
2UZL_A,,,0.947737733,0.9885128009999999,0.99743977,0.96788138,30.15365772,20.21359481,7.2745685579999995,7.522504807000001
2UZN_A,,,0.645859311,0.848293388,0.8289737490000001,0.251544051,92.68047279,64.42373711,15.21842098,12.92504025
2UZT_A,,,0.9981860220000001,0.9963848190000001,0.9929183779999999,0.969701072,32.31874911,16.23344987,7.63151741,8.075158119
2UZU_E,,,0.996903561,0.9950824779999999,0.994129176,0.977486435,33.38363261,17.02028408,7.078568935,7.921205521
2UZV_A,,,0.99818094,0.998689871,0.992437637,0.98026868,33.15782703,19.34130812,7.3523106579999995,7.987925053
2UZW_E,,,0.9961902979999999,0.997359665,0.9958916259999999,0.993232204,32.86530853,23.56143144,7.186145306,7.980621815
2V0D_A,,,0.7107812920000001,0.760454137,0.790056573,-0.060624554000000004,110.73664440000002,89.08754172,17.38867378,12.7044735
2V22_A,,,0.9808924309999999,0.9848409770000001,0.9952294620000001,0.9330962009999999,32.87341982,18.46698051,7.42822504,7.320914745
2V55_A,,,0.9693856679999999,0.9816445979999999,0.982842353,0.998982154,30.27377108,20.43587301,7.331122875,7.128027916000001
2V5Q_A,,,0.973260452,0.998073458,0.9880221440000001,0.9672378290000001,41.16760037,21.06252704,8.084516525,7.889905453
2V62_A,,,0.966768141,0.993038559,0.9928210609999999,0.974716292,49.25065274,16.67496252,7.12033987,7.036517142999999
2V7A_A,,,0.995956165,0.9995577109999999,0.999433575,0.950048102,39.56717606,19.45886646,6.87573719,7.819622517000001
2V7O_A,,,0.941605398,0.950766027,0.992969034,0.987969421,34.04210417,26.80571356,7.106315136,9.096367836
2VAG_A,,,0.991743204,0.998682118,0.999525659,0.9221900129999999,34.05145652,16.2197421,7.179552555,7.498792171
2VD5_A,,,0.992780619,0.99998361,0.998473973,0.994348256,29.78041733,26.93910306,7.177752495,7.604781628
2VGO_A,,,0.9807667640000001,0.986666067,0.9556644259999999,0.883281413,67.92207623,42.09418486,10.64024925,8.348347664
2VGP_A,,,0.9904075840000001,0.985095198,0.9550708170000001,0.877951789,67.74493475,41.98787521,10.66644764,8.343590736
2VN9_A,,,0.9132459559999999,0.9698910209999999,0.992970127,0.99811233,37.71276776,22.19750126,7.585795403,8.716853142
2VNW_A,,,0.974846537,0.999139278,0.9986238690000001,0.979277382,35.41967646,18.27508797,6.883428097,8.343381882000001
2VNY_A,,,0.989691822,0.997555965,0.990023819,0.974033519,34.79554048,16.74997814,6.739860058,7.98834753
2VO0_A,,,0.923586238,0.9985046190000001,0.99844835,0.98031778,34.82906954,19.60645864,7.158807755,8.291648865
2VO3_A,,,0.8556543790000001,0.998704292,0.9986308309999999,0.969153087,36.87870557,15.89515201,7.18979311,8.449940681000001
2VO6_A,,,0.994354435,0.999776007,0.996713862,0.9694908170000001,33.86591295,16.6364496,6.967259884,8.125937462000001
2VO7_A,,,0.93675315,0.985224346,0.970690141,0.985943838,35.06220021,22.58842754,7.199875832000001,7.82317543
